Year,Month,Date,Category,Sub-Category,Super-Sub-Category,Location,Amount
2022,December,01-12-2022,Revenue,Sales,Swiggy,Panaji,618080.22
2022,December,01-12-2022,Revenue,Sales,Zomato,Panaji,618080.22
2022,December,01-12-2022,Revenue,Sales,Takeaway,Panaji,206026.74
2022,December,01-12-2022,Food Cost,Bakery,,Panaji,69508.77
2022,December,01-12-2022,Food Cost,Beverages,,Panaji,89655.06
2022,December,01-12-2022,Food Cost,Fruits,,Panaji,124869.77
2022,December,01-12-2022,Food Cost,Groceries,,Panaji,452094.51
2022,December,01-12-2022,Food Cost,Milk products,,Panaji,175401.96
2022,December,01-12-2022,Food Cost,Spices,,Panaji,135354.33
2022,December,01-12-2022,Food Cost,Vegetables,,Panaji,218688.73
2022,December,01-12-2022,Food Cost,Ready to eat,,Panaji,98955.18
2022,December,01-12-2022,Operating Cost,Salaries,,Panaji,415280.79
2022,December,01-12-2022,Operating Cost,Rent,,Panaji,190476.48
2022,December,01-12-2022,Operating Cost,Water,,Panaji,41205.35
2022,December,01-12-2022,Operating Cost,Electricity,,Panaji,82410.7
2022,December,01-12-2022,Operating Cost,Staff room rent,,Panaji,26219.46
2022,December,01-12-2022,Operating Cost,Staff electricity,,Panaji,14065.65
2022,December,01-12-2022,Operating Cost,Commission,,Panaji,339687.5
2022,December,01-12-2022,Operating Cost,Admin expenses,,Panaji,516857.14
2022,December,01-12-2022,Operating Cost,Repairs and maintenance,,Panaji,38577.42
2022,December,01-12-2022,Operating Cost,Advertisement,,Panaji,41205.35
2022,December,01-12-2022,Revenue,Sales,AC,Porvorim,1010065.35
2022,December,01-12-2022,Revenue,Sales,Non AC,Porvorim,2272647.05
2022,December,01-12-2022,Revenue,Sales,Swiggy,Porvorim,757549.02
2022,December,01-12-2022,Revenue,Sales,Zomato,Porvorim,757549.02
2022,December,01-12-2022,Revenue,Sales,Takeaway,Porvorim,252516.34
2022,December,01-12-2022,Food Cost,Bakery,,Porvorim,82916.73
2022,December,01-12-2022,Food Cost,Beverages,,Porvorim,103705.35
2022,December,01-12-2022,Food Cost,Fruits,,Porvorim,160105.14
2022,December,01-12-2022,Food Cost,Groceries,,Porvorim,530947.19
2022,December,01-12-2022,Food Cost,Milk products,,Porvorim,250644.02
2022,December,01-12-2022,Food Cost,Spices,,Porvorim,175930.44
2022,December,01-12-2022,Food Cost,Vegetables,,Porvorim,293221.6
2022,December,01-12-2022,Food Cost,Ready to eat,,Porvorim,114900.65
2022,December,01-12-2022,Operating Cost,Salaries,,Porvorim,458914.36
2022,December,01-12-2022,Operating Cost,Rent,,Porvorim,265965.5
2022,December,01-12-2022,Operating Cost,Water,,Porvorim,50503.27
2022,December,01-12-2022,Operating Cost,Electricity,,Porvorim,101006.54
2022,December,01-12-2022,Operating Cost,Staff room rent,,Porvorim,45937.49
2022,December,01-12-2022,Operating Cost,Staff electricity,,Porvorim,19616.51
2022,December,01-12-2022,Operating Cost,Commission,,Porvorim,427063.69
2022,December,01-12-2022,Operating Cost,Admin expenses,,Porvorim,638166.08
2022,December,01-12-2022,Operating Cost,Repairs and maintenance,,Porvorim,46573.92
2022,December,01-12-2022,Operating Cost,Advertisement,,Porvorim,50503.27
2022,December,01-12-2022,Revenue,Sales,AC,Siolim,1135944.52
2022,December,01-12-2022,Revenue,Sales,Non AC,Siolim,2555875.17
2022,December,01-12-2022,Revenue,Sales,Swiggy,Siolim,851958.39
2022,December,01-12-2022,Revenue,Sales,Zomato,Siolim,851958.39
2022,December,01-12-2022,Revenue,Sales,Takeaway,Siolim,283986.13
2022,December,01-12-2022,Food Cost,Bakery,,Siolim,95419.6
2022,December,01-12-2022,Food Cost,Beverages,,Siolim,123631.13
2022,December,01-12-2022,Food Cost,Fruits,,Siolim,174427.76
2022,December,01-12-2022,Food Cost,Groceries,,Siolim,656635.63
2022,December,01-12-2022,Food Cost,Milk products,,Siolim,242797.12
2022,December,01-12-2022,Food Cost,Spices,,Siolim,217113.89
2022,December,01-12-2022,Food Cost,Vegetables,,Siolim,308053.29
2022,December,01-12-2022,Food Cost,Ready to eat,,Siolim,132551.94
2022,December,01-12-2022,Operating Cost,Salaries,,Siolim,522027.32
2022,December,01-12-2022,Operating Cost,Rent,,Siolim,298055.86
2022,December,01-12-2022,Operating Cost,Water,,Siolim,56797.23
2022,December,01-12-2022,Operating Cost,Electricity,,Siolim,113594.45
2022,December,01-12-2022,Operating Cost,Staff room rent,,Siolim,33169.98
2022,December,01-12-2022,Operating Cost,Staff electricity,,Siolim,21224.41
2022,December,01-12-2022,Operating Cost,Commission,,Siolim,552386.77
2022,December,01-12-2022,Operating Cost,Admin expenses,,Siolim,718497.37
2022,December,01-12-2022,Operating Cost,Repairs and maintenance,,Siolim,46525.05
2022,December,01-12-2022,Operating Cost,Advertisement,,Siolim,56797.23
2022,December,01-12-2022,Revenue,Sales,AC,Margao,1056788.6
2022,December,01-12-2022,Revenue,Sales,Non AC,Margao,2377774.35
2022,December,01-12-2022,Revenue,Sales,Swiggy,Margao,792591.45
2022,December,01-12-2022,Revenue,Sales,Zomato,Margao,792591.45
2022,December,01-12-2022,Revenue,Sales,Takeaway,Margao,264197.15
2022,December,01-12-2022,Food Cost,Bakery,,Margao,85674.85
2022,December,01-12-2022,Food Cost,Beverages,,Margao,120122.45
2022,December,01-12-2022,Food Cost,Fruits,,Margao,162195.08
2022,December,01-12-2022,Food Cost,Groceries,,Margao,569704.8
2022,December,01-12-2022,Food Cost,Milk products,,Margao,242769.51
2022,December,01-12-2022,Food Cost,Spices,,Margao,184767.17
2022,December,01-12-2022,Food Cost,Vegetables,,Margao,316391.17
2022,December,01-12-2022,Food Cost,Ready to eat,,Margao,109283.56
2022,December,01-12-2022,Operating Cost,Salaries,,Margao,549016.95
2022,December,01-12-2022,Operating Cost,Rent,,Margao,254085.67
2022,December,01-12-2022,Operating Cost,Water,,Margao,52839.43
2022,December,01-12-2022,Operating Cost,Electricity,,Margao,105678.86
2022,December,01-12-2022,Operating Cost,Staff room rent,,Margao,44713.68
2022,December,01-12-2022,Operating Cost,Staff electricity,,Margao,21089.57
2022,December,01-12-2022,Operating Cost,Commission,,Margao,436284
2022,December,01-12-2022,Operating Cost,Admin expenses,,Margao,650576.44
2022,December,01-12-2022,Operating Cost,Repairs and maintenance,,Margao,49926.27
2022,December,01-12-2022,Operating Cost,Advertisement,,Margao,52839.43
2023,January,01-01-2023,Revenue,Sales,AC,Baga,909664.27
2023,January,01-01-2023,Revenue,Sales,Non AC,Baga,2046744.6
2023,January,01-01-2023,Revenue,Sales,Swiggy,Baga,682248.2
2023,January,01-01-2023,Revenue,Sales,Zomato,Baga,682248.2
2023,January,01-01-2023,Revenue,Sales,Takeaway,Baga,227416.07
2023,January,01-01-2023,Food Cost,Bakery,,Baga,68947.27
2023,January,01-01-2023,Food Cost,Beverages,,Baga,92914.43
2023,January,01-01-2023,Food Cost,Fruits,,Baga,148650.84
2023,January,01-01-2023,Food Cost,Groceries,,Baga,472285.62
2023,January,01-01-2023,Food Cost,Milk products,,Baga,196640.83
2023,January,01-01-2023,Food Cost,Spices,,Baga,146758.7
2023,January,01-01-2023,Food Cost,Vegetables,,Baga,243562.44
2023,January,01-01-2023,Food Cost,Ready to eat,,Baga,92545.24
2023,January,01-01-2023,Operating Cost,Salaries,,Baga,456565.93
2023,January,01-01-2023,Operating Cost,Rent,,Baga,188083.33
2023,January,01-01-2023,Operating Cost,Water,,Baga,45483.21
2023,January,01-01-2023,Operating Cost,Electricity,,Baga,90966.43
2023,January,01-01-2023,Operating Cost,Staff room rent,,Baga,35022.35
2023,January,01-01-2023,Operating Cost,Staff electricity,,Baga,17647.85
2023,January,01-01-2023,Operating Cost,Commission,,Baga,423073.7
2023,January,01-01-2023,Operating Cost,Admin expenses,,Baga,618520.46
2023,January,01-01-2023,Operating Cost,Repairs and maintenance,,Baga,39336.92
2023,January,01-01-2023,Operating Cost,Advertisement,,Baga,45483.21
2023,January,01-01-2023,Revenue,Sales,AC,KTC,1067794.78
2023,January,01-01-2023,Revenue,Sales,Non AC,KTC,2402538.26
2023,January,01-01-2023,Revenue,Sales,Swiggy,KTC,800846.09
2023,January,01-01-2023,Revenue,Sales,Zomato,KTC,800846.09
2023,January,01-01-2023,Revenue,Sales,Takeaway,KTC,266948.7
2023,January,01-01-2023,Food Cost,Bakery,,KTC,90699.98
2023,January,01-01-2023,Food Cost,Beverages,,KTC,124447.19
2023,January,01-01-2023,Food Cost,Fruits,,KTC,169103.19
2023,January,01-01-2023,Food Cost,Groceries,,KTC,611915.87
2023,January,01-01-2023,Food Cost,Milk products,,KTC,238396.16
2023,January,01-01-2023,Food Cost,Spices,,KTC,163380.2
2023,January,01-01-2023,Food Cost,Vegetables,,KTC,296969.58
2023,January,01-01-2023,Food Cost,Ready to eat,,KTC,132343.16
2023,January,01-01-2023,Operating Cost,Salaries,,KTC,499226.41
2023,January,01-01-2023,Operating Cost,Rent,,KTC,287237.32
2023,January,01-01-2023,Operating Cost,Water,,KTC,53389.74
2023,January,01-01-2023,Operating Cost,Electricity,,KTC,106779.48
2023,January,01-01-2023,Operating Cost,Staff room rent,,KTC,29275.63
2023,January,01-01-2023,Operating Cost,Staff electricity,,KTC,18421.44
2023,January,01-01-2023,Operating Cost,Commission,,KTC,507860.64
2023,January,01-01-2023,Operating Cost,Admin expenses,,KTC,696347.13
2023,January,01-01-2023,Operating Cost,Repairs and maintenance,,KTC,49811.68
2023,January,01-01-2023,Operating Cost,Advertisement,,KTC,53389.74
2023,January,01-01-2023,Revenue,Sales,AC,Khorlim,1170871.13
2023,January,01-01-2023,Revenue,Sales,Non AC,Khorlim,2634460.04
2023,January,01-01-2023,Revenue,Sales,Swiggy,Khorlim,878153.35
2023,January,01-01-2023,Revenue,Sales,Zomato,Khorlim,878153.35
2023,January,01-01-2023,Revenue,Sales,Takeaway,Khorlim,292717.78
2023,January,01-01-2023,Food Cost,Bakery,,Khorlim,90562.69
2023,January,01-01-2023,Food Cost,Beverages,,Khorlim,128775.8
2023,January,01-01-2023,Food Cost,Fruits,,Khorlim,178307.56
2023,January,01-01-2023,Food Cost,Groceries,,Khorlim,701642.59
2023,January,01-01-2023,Food Cost,Milk products,,Khorlim,288444.16
2023,January,01-01-2023,Food Cost,Spices,,Khorlim,207241.68
2023,January,01-01-2023,Food Cost,Vegetables,,Khorlim,342013.41
2023,January,01-01-2023,Food Cost,Ready to eat,,Khorlim,132336.48
2023,January,01-01-2023,Operating Cost,Salaries,,Khorlim,599905.86
2023,January,01-01-2023,Operating Cost,Rent,,Khorlim,244609.55
2023,January,01-01-2023,Operating Cost,Water,,Khorlim,58543.56
2023,January,01-01-2023,Operating Cost,Electricity,,Khorlim,117087.11
2023,January,01-01-2023,Operating Cost,Staff room rent,,Khorlim,53452.25
2023,January,01-01-2023,Operating Cost,Staff electricity,,Khorlim,22141.34
2023,January,01-01-2023,Operating Cost,Commission,,Khorlim,551333.32
2023,January,01-01-2023,Operating Cost,Admin expenses,,Khorlim,708873.55
2023,January,01-01-2023,Operating Cost,Repairs and maintenance,,Khorlim,50384.09
2023,January,01-01-2023,Operating Cost,Advertisement,,Khorlim,58543.56
2023,January,01-01-2023,Revenue,Sales,AC,Panaji,944054.56
2023,January,01-01-2023,Revenue,Sales,Non AC,Panaji,2124122.77
2023,January,01-01-2023,Revenue,Sales,Swiggy,Panaji,708040.92
2023,January,01-01-2023,Revenue,Sales,Zomato,Panaji,708040.92
2023,January,01-01-2023,Revenue,Sales,Takeaway,Panaji,236013.64
2023,January,01-01-2023,Food Cost,Bakery,,Panaji,71631.49
2023,January,01-01-2023,Food Cost,Beverages,,Panaji,116518.94
2023,January,01-01-2023,Food Cost,Fruits,,Panaji,149450.48
2023,January,01-01-2023,Food Cost,Groceries,,Panaji,500870.44
2023,January,01-01-2023,Food Cost,Milk products,,Panaji,207549.52
2023,January,01-01-2023,Food Cost,Spices,,Panaji,162717.36
2023,January,01-01-2023,Food Cost,Vegetables,,Panaji,264363.33
2023,January,01-01-2023,Food Cost,Ready to eat,,Panaji,106576.19
2023,January,01-01-2023,Operating Cost,Salaries,,Panaji,511620.17
2023,January,01-01-2023,Operating Cost,Rent,,Panaji,235726.98
2023,January,01-01-2023,Operating Cost,Water,,Panaji,47202.73
2023,January,01-01-2023,Operating Cost,Electricity,,Panaji,94405.46
2023,January,01-01-2023,Operating Cost,Staff room rent,,Panaji,28522.5
2023,January,01-01-2023,Operating Cost,Staff electricity,,Panaji,18553.48
2023,January,01-01-2023,Operating Cost,Commission,,Panaji,388607.45
2023,January,01-01-2023,Operating Cost,Admin expenses,,Panaji,682190.31
2023,January,01-01-2023,Operating Cost,Repairs and maintenance,,Panaji,41355.47
2023,January,01-01-2023,Operating Cost,Advertisement,,Panaji,47202.73
2023,January,01-01-2023,Revenue,Sales,AC,Porvorim,1147222.68
2023,January,01-01-2023,Revenue,Sales,Non AC,Porvorim,2581251.02
2023,January,01-01-2023,Revenue,Sales,Swiggy,Porvorim,860417.01
2023,January,01-01-2023,Revenue,Sales,Zomato,Porvorim,860417.01
2023,January,01-01-2023,Revenue,Sales,Takeaway,Porvorim,286805.67
2023,January,01-01-2023,Food Cost,Bakery,,Porvorim,95287.46
2023,January,01-01-2023,Food Cost,Beverages,,Porvorim,137380.79
2023,January,01-01-2023,Food Cost,Fruits,,Porvorim,177326.42
2023,January,01-01-2023,Food Cost,Groceries,,Porvorim,582894.58
2023,January,01-01-2023,Food Cost,Milk products,,Porvorim,252559.94
2023,January,01-01-2023,Food Cost,Spices,,Porvorim,182036.96
2023,January,01-01-2023,Food Cost,Vegetables,,Porvorim,326668.85
2023,January,01-01-2023,Food Cost,Ready to eat,,Porvorim,124648.6
2023,January,01-01-2023,Operating Cost,Salaries,,Porvorim,628174.42
2023,January,01-01-2023,Operating Cost,Rent,,Porvorim,302978.31
2023,January,01-01-2023,Operating Cost,Water,,Porvorim,57361.13
2023,January,01-01-2023,Operating Cost,Electricity,,Porvorim,114722.27
2023,January,01-01-2023,Operating Cost,Staff room rent,,Porvorim,53403.63
2023,January,01-01-2023,Operating Cost,Staff electricity,,Porvorim,22501.38
2023,January,01-01-2023,Operating Cost,Commission,,Porvorim,514765.92
2023,January,01-01-2023,Operating Cost,Admin expenses,,Porvorim,792659.67
2023,January,01-01-2023,Operating Cost,Repairs and maintenance,,Porvorim,54662.98
2023,January,01-01-2023,Operating Cost,Advertisement,,Porvorim,57361.13
2023,January,01-01-2023,Revenue,Sales,AC,Siolim,1001026.43
2023,January,01-01-2023,Revenue,Sales,Non AC,Siolim,2252309.47
2023,January,01-01-2023,Revenue,Sales,Swiggy,Siolim,750769.82
2023,January,01-01-2023,Revenue,Sales,Zomato,Siolim,750769.82
2023,January,01-01-2023,Revenue,Sales,Takeaway,Siolim,250256.61
2023,January,01-01-2023,Food Cost,Bakery,,Siolim,79067.7
2023,January,01-01-2023,Food Cost,Beverages,,Siolim,103765.75
2023,January,01-01-2023,Food Cost,Fruits,,Siolim,155672.64
2023,January,01-01-2023,Food Cost,Groceries,,Siolim,507337.44
2023,January,01-01-2023,Food Cost,Milk products,,Siolim,201497.21
2023,January,01-01-2023,Food Cost,Spices,,Siolim,156919.22
2023,January,01-01-2023,Food Cost,Vegetables,,Siolim,298461.79
2023,January,01-01-2023,Food Cost,Ready to eat,,Siolim,113854.98
2023,January,01-01-2023,Operating Cost,Salaries,,Siolim,547143.24
2023,January,01-01-2023,Operating Cost,Rent,,Siolim,243499.47
2023,January,01-01-2023,Operating Cost,Water,,Siolim,50051.32
2023,January,01-01-2023,Operating Cost,Electricity,,Siolim,100102.64
2023,January,01-01-2023,Operating Cost,Staff room rent,,Siolim,36024.73
2023,January,01-01-2023,Operating Cost,Staff electricity,,Siolim,15544.26
2023,January,01-01-2023,Operating Cost,Commission,,Siolim,464558.98
2023,January,01-01-2023,Operating Cost,Admin expenses,,Siolim,633054.85
2023,January,01-01-2023,Operating Cost,Repairs and maintenance,,Siolim,46243.3
2023,January,01-01-2023,Operating Cost,Advertisement,,Siolim,50051.32
2023,January,01-01-2023,Revenue,Sales,AC,Margao,860809.94
2023,January,01-01-2023,Revenue,Sales,Non AC,Margao,1936822.37
2023,January,01-01-2023,Revenue,Sales,Swiggy,Margao,645607.46
2023,January,01-01-2023,Revenue,Sales,Zomato,Margao,645607.46
2023,January,01-01-2023,Revenue,Sales,Takeaway,Margao,215202.49
2023,January,01-01-2023,Food Cost,Bakery,,Margao,65088.85
2023,January,01-01-2023,Food Cost,Beverages,,Margao,102883.18
2023,January,01-01-2023,Food Cost,Fruits,,Margao,135058.5
2023,January,01-01-2023,Food Cost,Groceries,,Margao,435411.77
2023,January,01-01-2023,Food Cost,Milk products,,Margao,214981.53
2023,January,01-01-2023,Food Cost,Spices,,Margao,131608.4
2023,January,01-01-2023,Food Cost,Vegetables,,Margao,245117.15
2023,January,01-01-2023,Food Cost,Ready to eat,,Margao,107250.01
2023,January,01-01-2023,Operating Cost,Salaries,,Margao,407953.33
2023,January,01-01-2023,Operating Cost,Rent,,Margao,184406.96
2023,January,01-01-2023,Operating Cost,Water,,Margao,43040.5
2023,January,01-01-2023,Operating Cost,Electricity,,Margao,86080.99
2023,January,01-01-2023,Operating Cost,Staff room rent,,Margao,23694.78
2023,January,01-01-2023,Operating Cost,Staff electricity,,Margao,15891.25
2023,January,01-01-2023,Operating Cost,Commission,,Margao,349686.12
2023,January,01-01-2023,Operating Cost,Admin expenses,,Margao,582263.31
2023,January,01-01-2023,Operating Cost,Repairs and maintenance,,Margao,43012.06
2023,January,01-01-2023,Operating Cost,Advertisement,,Margao,43040.5
2023,February,01-02-2023,Revenue,Sales,AC,Baga,1046087.78
2023,February,01-02-2023,Revenue,Sales,Non AC,Baga,2353697.49
2023,February,01-02-2023,Revenue,Sales,Swiggy,Baga,784565.83
2023,February,01-02-2023,Revenue,Sales,Zomato,Baga,784565.83
2023,February,01-02-2023,Revenue,Sales,Takeaway,Baga,261521.94
2023,February,01-02-2023,Food Cost,Bakery,,Baga,81660.26
2023,February,01-02-2023,Food Cost,Beverages,,Baga,120925.02
2023,February,01-02-2023,Food Cost,Fruits,,Baga,165183.14
2023,February,01-02-2023,Food Cost,Groceries,,Baga,567615.95
2023,February,01-02-2023,Food Cost,Milk products,,Baga,216054.28
2023,February,01-02-2023,Food Cost,Spices,,Baga,203286.46
2023,February,01-02-2023,Food Cost,Vegetables,,Baga,285047.65
2023,February,01-02-2023,Food Cost,Ready to eat,,Baga,109698.58
2023,February,01-02-2023,Operating Cost,Salaries,,Baga,509210.36
2023,February,01-02-2023,Operating Cost,Rent,,Baga,252539.16
2023,February,01-02-2023,Operating Cost,Water,,Baga,52304.39
2023,February,01-02-2023,Operating Cost,Electricity,,Baga,104608.78
2023,February,01-02-2023,Operating Cost,Staff room rent,,Baga,46271.21
2023,February,01-02-2023,Operating Cost,Staff electricity,,Baga,15749.01
2023,February,01-02-2023,Operating Cost,Commission,,Baga,461968.47
2023,February,01-02-2023,Operating Cost,Admin expenses,,Baga,703181.9
2023,February,01-02-2023,Operating Cost,Repairs and maintenance,,Baga,42044.28
2023,February,01-02-2023,Operating Cost,Advertisement,,Baga,52304.39
2023,February,01-02-2023,Revenue,Sales,AC,KTC,1104115.93
2023,February,01-02-2023,Revenue,Sales,Non AC,KTC,2484260.84
2023,February,01-02-2023,Revenue,Sales,Swiggy,KTC,828086.95
2023,February,01-02-2023,Revenue,Sales,Zomato,KTC,828086.95
2023,February,01-02-2023,Revenue,Sales,Takeaway,KTC,276028.98
2023,February,01-02-2023,Food Cost,Bakery,,KTC,84322.54
2023,February,01-02-2023,Food Cost,Beverages,,KTC,125187.7
2023,February,01-02-2023,Food Cost,Fruits,,KTC,169181.51
2023,February,01-02-2023,Food Cost,Groceries,,KTC,553396.24
2023,February,01-02-2023,Food Cost,Milk products,,KTC,234138.9
2023,February,01-02-2023,Food Cost,Spices,,KTC,219491.28
2023,February,01-02-2023,Food Cost,Vegetables,,KTC,320278.48
2023,February,01-02-2023,Food Cost,Ready to eat,,KTC,136898.69
2023,February,01-02-2023,Operating Cost,Salaries,,KTC,550716.91
2023,February,01-02-2023,Operating Cost,Rent,,KTC,232939.33
2023,February,01-02-2023,Operating Cost,Water,,KTC,55205.8
2023,February,01-02-2023,Operating Cost,Electricity,,KTC,110411.59
2023,February,01-02-2023,Operating Cost,Staff room rent,,KTC,50909.6
2023,February,01-02-2023,Operating Cost,Staff electricity,,KTC,17103.21
2023,February,01-02-2023,Operating Cost,Commission,,KTC,495553.85
2023,February,01-02-2023,Operating Cost,Admin expenses,,KTC,687320.23
