Year,Month,Location,Item,Category,UOM,Price,Opening Stock (Qty),Purchases (Qty),Consumption (Qty),Ideal Closing Stock,Actual Closing Stock,Ideal Closing stock Value,Actual Closing stock Value,Variance
2024,February,Panaji,Garlic,Vegetables,Liters,462.5,62,90,78,74,76,34225,35150,925
2024,March,Panaji,Garlic,Vegetables,Liters,440.37,76,99,90,85,86,37431.45,37871.82,440.37
2024,April,Panaji,Garlic,Vegetables,Liters,438.74,86,94,44,136,137,59668.64,60107.38,438.74
2024,May,Panaji,Garlic,Vegetables,Liters,459.02,137,92,68,161,161,73902.22,73902.22,0
2024,June,Panaji,Garlic,Vegetables,Liters,435.49,161,69,104,126,128,54871.74,55742.72,870.98
2024,July,Panaji,Garlic,Vegetables,Liters,439.08,128,33,53,108,110,47420.64,48298.8,878.16
2024,August,Panaji,Garlic,Vegetables,Liters,468.18,110,51,122,39,41,18259.02,19195.38,936.36
2024,September,Panaji,Garlic,Vegetables,Liters,439.92,41,63,63,41,42,18036.72,18476.64,439.92
2024,October,Panaji,Garlic,Vegetables,Liters,436.29,42,82,20,104,106,45374.16,46246.74,872.58
2024,November,Panaji,Garlic,Vegetables,Liters,450.61,106,36,105,37,38,16672.57,17123.18,450.61
2024,December,Panaji,Garlic,Vegetables,Liters,461.1,38,80,107,11,11,5072.1,5072.1,0
2022,January,Khorlim,Garlic,Vegetables,Liters,465.67,76,90,80,86,88,40047.62,40978.96,931.34
2022,February,Khorlim,Garlic,Vegetables,Liters,432.88,88,50,63,75,75,32466,32466,0
2022,March,Khorlim,Garlic,Vegetables,Liters,428.45,75,73,119,29,30,12425.05,12853.5,428.45
2022,April,Khorlim,Garlic,Vegetables,Liters,453.27,30,79,94,15,13,6799.05,5892.51,-906.54
2022,May,Khorlim,Garlic,Vegetables,Liters,461,13,41,21,33,33,15213,15213,0
2022,June,Khorlim,Garlic,Vegetables,Liters,435.67,33,63,83,13,15,5663.71,6535.05,871.34
2022,July,Khorlim,Garlic,Vegetables,Liters,447.3,15,43,40,18,18,8051.4,8051.4,0
2022,August,Khorlim,Garlic,Vegetables,Liters,446.82,18,75,24,69,68,30830.58,30383.76,-446.82
2022,September,Khorlim,Garlic,Vegetables,Liters,430.44,68,31,48,51,51,21952.44,21952.44,0
2022,October,Khorlim,Garlic,Vegetables,Liters,432.62,51,45,83,13,11,5624.06,4758.82,-865.24
2022,November,Khorlim,Garlic,Vegetables,Liters,461.49,11,72,31,52,52,23997.48,23997.48,0
2022,December,Khorlim,Garlic,Vegetables,Liters,430.4,52,60,95,17,16,7316.8,6886.4,-430.4
2023,January,Khorlim,Garlic,Vegetables,Liters,450.38,16,81,26,71,72,31976.98,32427.36,450.38
2023,February,Khorlim,Garlic,Vegetables,Liters,441.24,72,37,24,85,85,37505.4,37505.4,0
2023,March,Khorlim,Garlic,Vegetables,Liters,466.06,85,89,171,3,5,1398.18,2330.3,932.12
2023,April,Khorlim,Garlic,Vegetables,Liters,433.02,5,65,46,24,24,10392.48,10392.48,0
2023,May,Khorlim,Garlic,Vegetables,Liters,446.23,24,49,25,48,48,21419.04,21419.04,0
2023,June,Khorlim,Garlic,Vegetables,Liters,447.65,48,32,61,19,21,8505.35,9400.65,895.3
2023,July,Khorlim,Garlic,Vegetables,Liters,430.22,21,74,87,8,10,3441.76,4302.2,860.44
2023,August,Khorlim,Garlic,Vegetables,Liters,443.33,10,35,27,18,18,7979.94,7979.94,0
2023,September,Khorlim,Garlic,Vegetables,Liters,440.02,18,37,25,30,30,13200.6,13200.6,0
2023,October,Khorlim,Garlic,Vegetables,Liters,453.9,30,63,26,67,66,30411.3,29957.4,-453.9
2023,November,Khorlim,Garlic,Vegetables,Liters,468.32,66,94,60,100,100,46832,46832,0
2023,December,Khorlim,Garlic,Vegetables,Liters,446.98,100,95,135,60,60,26818.8,26818.8,0
2024,January,Khorlim,Garlic,Vegetables,Liters,427.44,60,79,90,49,49,20944.56,20944.56,0
2024,February,Khorlim,Garlic,Vegetables,Liters,434.1,49,49,47,51,51,22139.1,22139.1,0
2024,March,Khorlim,Garlic,Vegetables,Liters,428.22,51,88,120,19,17,8136.18,7279.74,-856.44
2024,April,Khorlim,Garlic,Vegetables,Liters,446.08,17,77,65,29,28,12936.32,12490.24,-446.08
2024,May,Khorlim,Garlic,Vegetables,Liters,438.94,28,76,59,45,45,19752.3,19752.3,0
2024,June,Khorlim,Garlic,Vegetables,Liters,455.44,45,58,77,26,25,11841.44,11386,-455.44
2024,July,Khorlim,Garlic,Vegetables,Liters,442.79,25,90,80,35,37,15497.65,16383.23,885.58
2024,August,Khorlim,Garlic,Vegetables,Liters,438.42,37,89,46,80,82,35073.6,35950.44,876.84
2024,September,Khorlim,Garlic,Vegetables,Liters,449.31,82,59,86,55,55,24712.05,24712.05,0
2024,October,Khorlim,Garlic,Vegetables,Liters,458.6,55,50,62,43,43,19719.8,19719.8,0
2024,November,Khorlim,Garlic,Vegetables,Liters,449.94,43,67,43,67,66,30145.98,29696.04,-449.94
2024,December,Khorlim,Garlic,Vegetables,Liters,453.51,66,90,65,91,91,41269.41,41269.41,0
2022,January,KTC,Garlic,Vegetables,Liters,441.1,76,59,113,22,21,9704.2,9263.1,-441.1
2022,February,KTC,Garlic,Vegetables,Liters,467.31,21,39,22,38,38,17757.78,17757.78,0
2022,March,KTC,Garlic,Vegetables,Liters,442.78,38,74,81,31,32,13726.18,14168.96,442.78
2022,April,KTC,Garlic,Vegetables,Liters,440.02,32,73,82,23,23,10120.46,10120.46,0
2022,May,KTC,Garlic,Vegetables,Liters,426.15,23,77,84,16,16,6818.4,6818.4,0
2022,June,KTC,Garlic,Vegetables,Liters,438.25,16,32,36,12,12,5259,5259,0
2022,July,KTC,Garlic,Vegetables,Liters,436.48,12,76,63,25,25,10912,10912,0
2022,August,KTC,Garlic,Vegetables,Liters,440.9,25,50,22,53,53,23367.7,23367.7,0
2022,September,KTC,Garlic,Vegetables,Liters,441.68,53,53,54,52,51,22967.36,22525.68,-441.68
2022,October,KTC,Garlic,Vegetables,Liters,439.74,51,83,45,89,89,39136.86,39136.86,0
2022,November,KTC,Garlic,Vegetables,Liters,431.45,89,94,133,50,49,21572.5,21141.05,-431.45
2022,December,KTC,Garlic,Vegetables,Liters,453.43,49,46,40,55,55,24938.65,24938.65,0
2023,January,KTC,Garlic,Vegetables,Liters,437.24,55,73,89,39,40,17052.36,17489.6,437.24
2023,February,KTC,Garlic,Vegetables,Liters,427.44,40,51,57,34,35,14532.96,14960.4,427.44
2023,March,KTC,Garlic,Vegetables,Liters,461.57,35,55,59,31,32,14308.67,14770.24,461.57
2023,April,KTC,Garlic,Vegetables,Liters,468.98,32,48,61,19,17,8910.62,7972.66,-937.96
2023,May,KTC,Garlic,Vegetables,Liters,440.69,17,32,31,18,20,7932.42,8813.8,881.38
2023,June,KTC,Garlic,Vegetables,Liters,426.49,20,74,57,37,38,15780.13,16206.62,426.49
2023,July,KTC,Garlic,Vegetables,Liters,444.45,38,79,43,74,72,32889.3,32000.4,-888.9
2023,August,KTC,Garlic,Vegetables,Liters,441.67,72,46,35,83,83,36658.61,36658.61,0
2023,September,KTC,Garlic,Vegetables,Liters,451.44,83,81,55,109,109,49206.96,49206.96,0
2023,October,KTC,Garlic,Vegetables,Liters,465.55,109,54,134,29,30,13500.95,13966.5,465.55
2023,November,KTC,Garlic,Vegetables,Liters,444.46,30,50,23,57,55,25334.22,24445.3,-888.92
2023,December,KTC,Garlic,Vegetables,Liters,442.77,55,59,76,38,36,16825.26,15939.72,-885.54
2024,January,KTC,Garlic,Vegetables,Liters,427.03,36,82,35,83,81,35443.49,34589.43,-854.06
2024,February,KTC,Garlic,Vegetables,Liters,463,81,89,130,40,38,18520,17594,-926
2024,March,KTC,Garlic,Vegetables,Liters,448.37,38,64,88,14,13,6277.18,5828.81,-448.37
2024,April,KTC,Garlic,Vegetables,Liters,439.88,13,84,33,64,66,28152.32,29032.08,879.76
2024,May,KTC,Garlic,Vegetables,Liters,436.76,66,33,49,50,50,21838,21838,0
2024,June,KTC,Garlic,Vegetables,Liters,441.47,50,59,105,4,2,1765.88,882.94,-882.94
2024,July,KTC,Garlic,Vegetables,Liters,460.94,2,90,90,2,2,921.88,921.88,0
2024,August,KTC,Garlic,Vegetables,Liters,465.77,2,84,61,25,24,11644.25,11178.48,-465.77
2024,September,KTC,Garlic,Vegetables,Liters,443.72,24,64,64,24,23,10649.28,10205.56,-443.72
2024,October,KTC,Garlic,Vegetables,Liters,448.92,23,58,71,10,11,4489.2,4938.12,448.92
2024,November,KTC,Garlic,Vegetables,Liters,449.8,11,86,85,12,14,5397.6,6297.2,899.6
2024,December,KTC,Garlic,Vegetables,Liters,454.63,14,56,41,29,28,13184.27,12729.64,-454.63
2022,January,Margao,Garlic,Vegetables,Liters,435.2,98,56,55,99,99,43084.8,43084.8,0
2022,February,Margao,Garlic,Vegetables,Liters,467.7,99,39,73,65,63,30400.5,29465.1,-935.4
2022,March,Margao,Garlic,Vegetables,Liters,443.61,63,67,100,30,32,13308.3,14195.52,887.22
2022,April,Margao,Garlic,Vegetables,Liters,435.19,32,33,46,19,19,8268.61,8268.61,0
2022,May,Margao,Garlic,Vegetables,Liters,449.9,19,75,90,4,4,1799.6,1799.6,0
2022,June,Margao,Garlic,Vegetables,Liters,460.42,4,47,43,8,8,3683.36,3683.36,0
2022,July,Margao,Garlic,Vegetables,Liters,463.31,8,34,26,16,16,7412.96,7412.96,0
2022,August,Margao,Garlic,Vegetables,Liters,464.81,16,75,52,39,38,18127.59,17662.78,-464.81
2022,September,Margao,Garlic,Vegetables,Liters,462.85,38,68,35,71,71,32862.35,32862.35,0
2022,October,Margao,Garlic,Vegetables,Liters,443.73,71,73,77,67,69,29729.91,30617.37,887.46
2022,November,Margao,Garlic,Vegetables,Liters,446.45,69,74,72,71,71,31697.95,31697.95,0
2022,December,Margao,Garlic,Vegetables,Liters,429.04,71,55,22,104,103,44620.16,44191.12,-429.04
2023,January,Margao,Garlic,Vegetables,Liters,432.88,103,64,72,95,95,41123.6,41123.6,0
2023,February,Margao,Garlic,Vegetables,Liters,470.8,95,51,79,67,68,31543.6,32014.4,470.8
2023,March,Margao,Garlic,Vegetables,Liters,451.24,68,58,62,64,63,28879.36,28428.12,-451.24
2023,April,Margao,Garlic,Vegetables,Liters,434.52,63,60,105,18,19,7821.36,8255.88,434.52
2023,May,Margao,Garlic,Vegetables,Liters,429.94,19,34,34,19,19,8168.86,8168.86,0
2023,June,Margao,Garlic,Vegetables,Liters,465.8,19,49,31,37,37,17234.6,17234.6,0
2023,July,Margao,Garlic,Vegetables,Liters,458.8,37,84,58,63,61,28904.4,27986.8,-917.6
2023,August,Margao,Garlic,Vegetables,Liters,431.63,61,44,20,85,87,36688.55,37551.81,863.26
2023,September,Margao,Garlic,Vegetables,Liters,462.54,87,81,37,131,129,60592.74,59667.66,-925.08
2023,October,Margao,Garlic,Vegetables,Liters,465.99,129,87,84,132,132,61510.68,61510.68,0
2023,November,Margao,Garlic,Vegetables,Liters,438.98,132,98,161,69,70,30289.62,30728.6,438.98
2023,December,Margao,Garlic,Vegetables,Liters,439.12,70,61,70,61,61,26786.32,26786.32,0
2024,January,Margao,Garlic,Vegetables,Liters,427.47,61,82,90,53,53,22655.91,22655.91,0
2024,February,Margao,Garlic,Vegetables,Liters,460.96,53,59,97,15,15,6914.4,6914.4,0
2024,March,Margao,Garlic,Vegetables,Liters,462.01,15,75,88,2,2,924.02,924.02,0
2024,April,Margao,Garlic,Vegetables,Liters,469.23,2,96,73,25,23,11730.75,10792.29,-938.46
2024,May,Margao,Garlic,Vegetables,Liters,470.82,23,81,41,63,64,29661.66,30132.48,470.82
2024,June,Margao,Garlic,Vegetables,Liters,429.31,64,94,150,8,9,3434.48,3863.79,429.31
2024,July,Margao,Garlic,Vegetables,Liters,460.11,9,32,37,4,4,1840.44,1840.44,0
2024,August,Margao,Garlic,Vegetables,Liters,441.87,4,55,31,28,29,12372.36,12814.23,441.87
2024,September,Margao,Garlic,Vegetables,Liters,428.24,29,70,72,27,27,11562.48,11562.48,0
2024,October,Margao,Garlic,Vegetables,Liters,447.67,27,42,37,32,32,14325.44,14325.44,0
2024,November,Margao,Garlic,Vegetables,Liters,450.23,32,99,67,64,66,28814.72,29715.18,900.46
2024,December,Margao,Garlic,Vegetables,Liters,469.82,66,48,99,15,13,7047.3,6107.66,-939.64
2022,January,Porvorim,Garlic,Vegetables,Liters,457.96,135,58,38,155,157,70983.8,71899.72,915.92
2022,February,Porvorim,Garlic,Vegetables,Liters,428.49,157,89,195,51,53,21852.99,22709.97,856.98
2022,March,Porvorim,Garlic,Vegetables,Liters,452.21,53,48,61,40,40,18088.4,18088.4,0
2022,April,Porvorim,Garlic,Vegetables,Liters,437.52,40,78,34,84,84,36751.68,36751.68,0
2022,May,Porvorim,Garlic,Vegetables,Liters,441.44,84,56,94,46,48,20306.24,21189.12,882.88
2022,June,Porvorim,Garlic,Vegetables,Liters,459.32,48,81,50,79,79,36286.28,36286.28,0
2022,July,Porvorim,Garlic,Vegetables,Liters,428.18,79,42,73,48,48,20552.64,20552.64,0
2022,August,Porvorim,Garlic,Vegetables,Liters,428.63,48,39,71,16,16,6858.08,6858.08,0
2022,September,Porvorim,Garlic,Vegetables,Liters,443,16,56,53,19,19,8417,8417,0
2022,October,Porvorim,Garlic,Vegetables,Liters,462.67,19,88,40,67,65,30998.89,30073.55,-925.34
2022,November,Porvorim,Garlic,Vegetables,Liters,452.75,65,62,73,54,54,24448.5,24448.5,0
2022,December,Porvorim,Garlic,Vegetables,Liters,426.79,54,94,63,85,86,36277.15,36703.94,426.79
2023,January,Porvorim,Garlic,Vegetables,Liters,461.74,86,45,74,57,56,26319.18,25857.44,-461.74
2023,February,Porvorim,Garlic,Vegetables,Liters,469.28,56,81,64,73,73,34257.44,34257.44,0
2023,March,Porvorim,Garlic,Vegetables,Liters,458.95,73,46,46,73,73,33503.35,33503.35,0
2023,April,Porvorim,Garlic,Vegetables,Liters,446.61,73,96,118,51,51,22777.11,22777.11,0
2023,May,Porvorim,Garlic,Vegetables,Liters,460.21,51,65,44,72,74,33135.12,34055.54,920.42
2023,June,Porvorim,Garlic,Vegetables,Liters,450.01,74,42,75,41,43,18450.41,19350.43,900.02
2023,July,Porvorim,Garlic,Vegetables,Liters,468.52,43,79,96,26,26,12181.52,12181.52,0
2023,August,Porvorim,Garlic,Vegetables,Liters,442.56,26,54,67,13,12,5753.28,5310.72,-442.56
2023,September,Porvorim,Garlic,Vegetables,Liters,426.7,12,67,22,57,57,24321.9,24321.9,0
2023,October,Porvorim,Garlic,Vegetables,Liters,428.83,57,52,49,60,62,25729.8,26587.46,857.66
2023,November,Porvorim,Garlic,Vegetables,Liters,457.13,62,51,71,42,44,19199.46,20113.72,914.26
2023,December,Porvorim,Garlic,Vegetables,Liters,456.48,44,59,101,2,2,912.96,912.96,0
2024,January,Porvorim,Garlic,Vegetables,Liters,466.02,2,84,42,44,43,20504.88,20038.86,-466.02
2024,February,Porvorim,Garlic,Vegetables,Liters,452.6,43,39,53,29,27,13125.4,12220.2,-905.2
2024,March,Porvorim,Garlic,Vegetables,Liters,438.59,27,91,101,17,17,7456.03,7456.03,0
2024,April,Porvorim,Garlic,Vegetables,Liters,446.41,17,56,29,44,43,19642.04,19195.63,-446.41
2024,May,Porvorim,Garlic,Vegetables,Liters,464.96,43,86,49,80,80,37196.8,37196.8,0
2024,June,Porvorim,Garlic,Vegetables,Liters,449.68,80,54,29,105,107,47216.4,48115.76,899.36
2024,July,Porvorim,Garlic,Vegetables,Liters,434.75,107,78,57,128,130,55648,56517.5,869.5
2024,August,Porvorim,Garlic,Vegetables,Liters,430.71,130,59,59,130,130,55992.3,55992.3,0
2024,September,Porvorim,Garlic,Vegetables,Liters,432.11,130,43,148,25,25,10802.75,10802.75,0
2024,October,Porvorim,Garlic,Vegetables,Liters,435.02,25,65,83,7,7,3045.14,3045.14,0
2024,November,Porvorim,Garlic,Vegetables,Liters,450.67,7,61,27,41,39,18477.47,17576.13,-901.34
2024,December,Porvorim,Garlic,Vegetables,Liters,466.96,39,62,49,52,52,24281.92,24281.92,0
2022,January,Siolim,Garlic,Vegetables,Liters,440.82,129,98,27,200,200,88164,88164,0
2022,February,Siolim,Garlic,Vegetables,Liters,441.65,200,30,114,116,118,51231.4,52114.7,883.3
2022,March,Siolim,Garlic,Vegetables,Liters,432.29,118,87,106,99,99,42796.71,42796.71,0
2022,April,Siolim,Garlic,Vegetables,Liters,464.51,99,93,155,37,37,17186.87,17186.87,0
2022,May,Siolim,Garlic,Vegetables,Liters,432.63,37,61,87,11,9,4758.93,3893.67,-865.26
2022,June,Siolim,Garlic,Vegetables,Liters,454.04,9,38,33,14,12,6356.56,5448.48,-908.08
2022,July,Siolim,Garlic,Vegetables,Liters,445.75,12,58,45,25,25,11143.75,11143.75,0
2022,August,Siolim,Garlic,Vegetables,Liters,444.71,25,62,47,40,42,17788.4,18677.82,889.42
2022,September,Siolim,Garlic,Vegetables,Liters,457.21,42,55,48,49,49,22403.29,22403.29,0
2022,October,Siolim,Garlic,Vegetables,Liters,427,49,63,105,7,7,2989,2989,0
2022,November,Siolim,Garlic,Vegetables,Liters,430.51,7,69,65,11,13,4735.61,5596.63,861.02
2022,December,Siolim,Garlic,Vegetables,Liters,462.37,13,53,47,19,18,8785.03,8322.66,-462.37
2023,January,Siolim,Garlic,Vegetables,Liters,449.61,18,52,56,14,14,6294.54,6294.54,0
2023,February,Siolim,Garlic,Vegetables,Liters,456.41,14,74,46,42,40,19169.22,18256.4,-912.82
2023,March,Siolim,Garlic,Vegetables,Liters,444.58,40,64,89,15,15,6668.7,6668.7,0
2023,April,Siolim,Garlic,Vegetables,Liters,464.29,15,85,43,57,56,26464.53,26000.24,-464.29
2023,May,Siolim,Garlic,Vegetables,Liters,453.53,56,99,28,127,127,57598.31,57598.31,0
2023,June,Siolim,Garlic,Vegetables,Liters,469.33,127,98,195,30,32,14079.9,15018.56,938.66
2023,July,Siolim,Garlic,Vegetables,Liters,444.53,32,40,69,3,3,1333.59,1333.59,0
2023,August,Siolim,Garlic,Vegetables,Liters,458.65,3,36,37,2,2,917.3,917.3,0
2023,September,Siolim,Garlic,Vegetables,Liters,454.92,2,45,41,6,6,2729.52,2729.52,0
2023,October,Siolim,Garlic,Vegetables,Liters,438.45,6,62,34,34,34,14907.3,14907.3,0
2023,November,Siolim,Garlic,Vegetables,Liters,467.25,34,84,71,47,47,21960.75,21960.75,0
2023,December,Siolim,Garlic,Vegetables,Liters,453.79,47,44,84,7,7,3176.53,3176.53,0
2024,January,Siolim,Garlic,Vegetables,Liters,440.98,7,34,28,13,11,5732.74,4850.78,-881.96
2024,February,Siolim,Garlic,Vegetables,Liters,448.52,11,59,26,44,45,19734.88,20183.4,448.52
2024,March,Siolim,Garlic,Vegetables,Liters,449.14,45,56,82,19,19,8533.66,8533.66,0
2024,April,Siolim,Garlic,Vegetables,Liters,460.09,19,48,57,10,10,4600.9,4600.9,0
2024,May,Siolim,Garlic,Vegetables,Liters,436.69,10,36,24,22,22,9607.18,9607.18,0
2024,June,Siolim,Garlic,Vegetables,Liters,440.51,22,37,37,22,22,9691.22,9691.22,0
2024,July,Siolim,Garlic,Vegetables,Liters,433.66,22,46,42,26,26,11275.16,11275.16,0
2024,August,Siolim,Garlic,Vegetables,Liters,433.81,26,35,31,30,32,13014.3,13881.92,867.62
2024,September,Siolim,Garlic,Vegetables,Liters,470.78,32,65,54,43,43,20243.54,20243.54,0
2024,October,Siolim,Garlic,Vegetables,Liters,442.08,43,92,102,33,32,14588.64,14146.56,-442.08
2024,November,Siolim,Garlic,Vegetables,Liters,432.83,32,34,36,30,30,12984.9,12984.9,0
2024,December,Siolim,Garlic,Vegetables,Liters,444.84,30,55,43,42,44,18683.28,19572.96,889.68
2022,January,Baga,Green Chilies,Vegetables,Packets,33.28,105,83,166,22,23,732.16,765.44,33.28
2022,February,Baga,Green Chilies,Vegetables,Packets,31.61,23,81,94,10,11,316.1,347.71,31.61
2022,March,Baga,Green Chilies,Vegetables,Packets,32.94,11,96,41,66,64,2174.04,2108.16,-65.88
2022,April,Baga,Green Chilies,Vegetables,Packets,32.93,64,68,80,52,54,1712.36,1778.22,65.86
2022,May,Baga,Green Chilies,Vegetables,Packets,33.72,54,90,31,113,113,3810.36,3810.36,0
2022,June,Baga,Green Chilies,Vegetables,Packets,32.96,113,93,178,28,28,922.88,922.88,0
2022,July,Baga,Green Chilies,Vegetables,Packets,33.11,28,72,55,45,44,1489.95,1456.84,-33.11
2022,August,Baga,Green Chilies,Vegetables,Packets,31.5,44,65,97,12,12,378,378,0
2022,September,Baga,Green Chilies,Vegetables,Packets,32.51,12,41,48,5,6,162.55,195.06,32.51
2022,October,Baga,Green Chilies,Vegetables,Packets,31.32,6,52,29,29,28,908.28,876.96,-31.32
2022,November,Baga,Green Chilies,Vegetables,Packets,31.99,28,55,26,57,55,1823.43,1759.45,-63.98
2022,December,Baga,Green Chilies,Vegetables,Packets,33.2,55,49,88,16,16,531.2,531.2,0
2023,January,Baga,Green Chilies,Vegetables,Packets,32.81,16,30,26,20,20,656.2,656.2,0
2023,February,Baga,Green Chilies,Vegetables,Packets,33.12,20,79,53,46,46,1523.52,1523.52,0
2023,March,Baga,Green Chilies,Vegetables,Packets,31.12,46,39,45,40,40,1244.8,1244.8,0
2023,April,Baga,Green Chilies,Vegetables,Packets,33.03,40,91,31,100,102,3303,3369.06,66.06
2023,May,Baga,Green Chilies,Vegetables,Packets,32.73,102,99,174,27,25,883.71,818.25,-65.46
2023,June,Baga,Green Chilies,Vegetables,Packets,32.73,25,55,76,4,6,130.92,196.38,65.46
2023,July,Baga,Green Chilies,Vegetables,Packets,33.18,6,55,24,37,37,1227.66,1227.66,0
2023,August,Baga,Green Chilies,Vegetables,Packets,33.31,37,64,49,52,51,1732.12,1698.81,-33.31
2023,September,Baga,Green Chilies,Vegetables,Packets,31.26,51,59,103,7,8,218.82,250.08,31.26
2023,October,Baga,Green Chilies,Vegetables,Packets,32.51,8,37,38,7,6,227.57,195.06,-32.51
2023,November,Baga,Green Chilies,Vegetables,Packets,30.91,6,75,35,46,46,1421.86,1421.86,0
2023,December,Baga,Green Chilies,Vegetables,Packets,31.18,46,80,82,44,43,1371.92,1340.74,-31.18
2024,January,Baga,Green Chilies,Vegetables,Packets,30.69,43,73,102,14,14,429.66,429.66,0
2024,February,Baga,Green Chilies,Vegetables,Packets,30.91,14,42,31,25,27,772.75,834.57,61.82
2024,March,Baga,Green Chilies,Vegetables,Packets,33.69,27,92,21,98,100,3301.62,3369,67.38
2024,April,Baga,Green Chilies,Vegetables,Packets,31.74,100,98,53,145,144,4602.3,4570.56,-31.74
2024,May,Baga,Green Chilies,Vegetables,Packets,31.65,144,33,89,88,86,2785.2,2721.9,-63.3
2024,June,Baga,Green Chilies,Vegetables,Packets,31.43,86,69,26,129,129,4054.47,4054.47,0
2024,July,Baga,Green Chilies,Vegetables,Packets,30.86,129,93,132,90,90,2777.4,2777.4,0
2024,August,Baga,Green Chilies,Vegetables,Packets,32.1,90,90,134,46,46,1476.6,1476.6,0
2024,September,Baga,Green Chilies,Vegetables,Packets,33.29,46,46,56,36,35,1198.44,1165.15,-33.29
2024,October,Baga,Green Chilies,Vegetables,Packets,31.13,35,65,25,75,73,2334.75,2272.49,-62.26
2024,November,Baga,Green Chilies,Vegetables,Packets,32.69,73,39,48,64,64,2092.16,2092.16,0
2024,December,Baga,Green Chilies,Vegetables,Packets,33.43,64,85,104,45,43,1504.35,1437.49,-66.86
2022,January,Panaji,Green Chilies,Vegetables,Packets,31.64,144,81,80,145,143,4587.8,4524.52,-63.28
2022,February,Panaji,Green Chilies,Vegetables,Packets,31.5,143,66,152,57,56,1795.5,1764,-31.5
2022,March,Panaji,Green Chilies,Vegetables,Packets,32.48,56,30,28,58,58,1883.84,1883.84,0
2022,April,Panaji,Green Chilies,Vegetables,Packets,31.54,58,93,140,11,12,346.94,378.48,31.54
2022,May,Panaji,Green Chilies,Vegetables,Packets,33.51,12,88,29,71,70,2379.21,2345.7,-33.51
2022,June,Panaji,Green Chilies,Vegetables,Packets,33.73,70,81,93,58,56,1956.34,1888.88,-67.46
2022,July,Panaji,Green Chilies,Vegetables,Packets,31.17,56,80,42,94,94,2929.98,2929.98,0
2022,August,Panaji,Green Chilies,Vegetables,Packets,33.53,94,66,96,64,63,2145.92,2112.39,-33.53
2022,September,Panaji,Green Chilies,Vegetables,Packets,31.17,63,59,121,1,1,31.17,31.17,0
2022,October,Panaji,Green Chilies,Vegetables,Packets,32.96,1,70,29,42,42,1384.32,1384.32,0
2022,November,Panaji,Green Chilies,Vegetables,Packets,31.38,42,72,70,44,44,1380.72,1380.72,0
2022,December,Panaji,Green Chilies,Vegetables,Packets,33.12,44,82,106,20,22,662.4,728.64,66.24
2023,January,Panaji,Green Chilies,Vegetables,Packets,32.28,22,54,60,16,16,516.48,516.48,0
2023,February,Panaji,Green Chilies,Vegetables,Packets,33.03,16,59,45,30,30,990.9,990.9,0
2023,March,Panaji,Green Chilies,Vegetables,Packets,32.23,30,47,40,37,37,1192.51,1192.51,0
2023,April,Panaji,Green Chilies,Vegetables,Packets,31.31,37,53,79,11,9,344.41,281.79,-62.62
2023,May,Panaji,Green Chilies,Vegetables,Packets,33.1,9,38,39,8,8,264.8,264.8,0
2023,June,Panaji,Green Chilies,Vegetables,Packets,32.52,8,57,36,29,30,943.08,975.6,32.52
2023,July,Panaji,Green Chilies,Vegetables,Packets,30.85,30,65,75,20,18,617,555.3,-61.7
2023,August,Panaji,Green Chilies,Vegetables,Packets,32.37,18,84,79,23,23,744.51,744.51,0
